site,nei_site,distance,counts
11603,134909,174,2
11603,302571,161,2
11603,304744,160,2
11603,44126,150,1
11606,,7,99999
11606,301884,172,12
11606,134857,169,6
11606,301348,150,4
11608,,178,99999
11608,300620,200,38
11608,301884,158,12
11608,134857,156,6
11608,301348,163,4
11608,9022867,183,4
11608,304363,170,2
11609,301884,178,12
11609,9022867,160,4
11678,,2,99999
11678,303732,174,2
34490,,2,99999
34490,50677,150,2
34603,,2,99999
34603,50671,155,4
34603,9017674,163,4
34603,135306,158,2
34603,303711,190,2
34603,49991,190,2
34603,51590,180,2
34603,51746,158,2
34603,9008787,170,2
34862,,12,99999
35557,101818,199,12
36210,,41,99999
36210,9003040,177,46
36210,37568,159,41
36210,11594,187,14
36210,303625,163,8
36210,135390,179,2
36210,303719,168,2
36210,51746,197,2
36210,9024203,196,2
36210,137452,156,1
36254,,2,99999
36254,48719,156,2
36254,9020108,160,2
36254,9020110,161,2
36254,9023928,185,2
36267,302854,175,133
36267,135040,168,8
36267,301907,168,4
36267,302923,184,4
36267,304060,186,4
36267,9022747,172,4
36267,205432,163,2
36267,9009843,185,2
36267,9022243,160,2
36267,9027119,155,2
37451,,2,99999
37451,11599,188,223
37451,301882,170,22
37451,301348,161,4
37451,304371,182,4
37451,43837,158,4
37451,134547,158,2
37568,130005,199,114
37568,206081,159,48
37568,9003040,164,46
37568,36210,159,41
37568,304562,182,8
37568,305720,170,6
37568,50672,157,4
37568,135306,184,2
37568,304370,152,2
37789,140609,151,8
38758,302854,172,133
38758,135040,170,8
38758,301907,165,4
38758,302923,183,4
38758,304060,185,4
38758,9022747,170,4
38758,205432,162,2
38758,9009843,182,2
38758,9022243,159,2
38758,9027119,157,2
38812,,36,99999
38812,130439,196,100
38812,101381,169,78
38812,303715,156,10
38812,304994,191,4
38812,403344,185,4
38812,9009843,180,2
38812,9022243,156,2
38812,9023356,156,2
41133,,2,99999
41133,101830,168,34
41133,301244,168,2
41449,,2,99999
41449,50960,193,84
41450,,4,99999
41450,301859,158,94
41450,9023426,196,4
41660,,12,99999
41660,51501,195,61
41660,301356,153,48
41660,134822,150,12
41660,44101,154,6
41660,135009,163,2
41660,43439,197,2
41660,9002988,188,2
41660,9024203,174,2
41660,9024212,177,2
41667,,8,99999
41667,9019783,195,8
41933,101731,175,15
41933,10000022,166,4
41933,11602,182,4
41933,134453,160,4
41933,206078,175,4
41933,305394,177,4
41933,403081,198,4
41933,9024259,177,4
41933,134909,150,2
41933,303685,181,2
41933,44126,199,1
41982,,6,99999
41982,9021309,173,66
41982,9024393,186,4
41982,134303,155,2
41982,135011,180,2
41982,135084,196,2
41982,135143,171,2
41982,304366,180,2
41982,43776,180,2
41982,9024000,174,2
42438,,2,99999
42438,134853,190,80
42462,,8,99999
42462,42955,158,4
42462,9028276,167,2
42639,,8,99999
42639,50649,194,65
42908,135040,185,8
42908,305882,186,8
42908,301243,180,6
42908,49630,181,4
42908,9022747,192,4
42908,135213,168,2
42911,101496,158,88
42940,,2,99999
42940,570478,189,154
42940,9027900,154,4
42955,,4,99999
42955,42462,158,8
42987,,4,99999
42987,101373,181,102
42987,301890,184,6
42987,50682,173,4
42987,135011,158,2
42987,135390,193,2
42987,303719,155,2
42987,304366,200,2
42987,404315,185,2
42987,9011518,154,2
42988,130004,193,43
42988,303677,161,12
42988,134453,190,4
42988,301366,184,4
42988,134360,194,2
42988,135073,156,2
42988,9020134,189,2
43050,101386,153,80
43050,51575,165,60
43050,135253,172,14
43050,135009,188,2
43050,135330,174,2
43050,301383,152,2
43050,43051,158,2
43050,43439,164,2
43050,9026191,159,2
43050,9026611,191,2
43050,9026898,190,2
43050,9027615,171,2
43051,,2,99999
43051,51718,152,105
43051,302517,151,104
43051,9013096,178,40
43051,50678,159,12
43051,9004388,158,8
43051,301898,182,4
43051,303712,190,4
43051,304991,189,4
43051,303846,182,2
43051,47755,152,2
43051,9026191,180,2
43051,48875,179,1
43122,302383,155,78
43122,301342,168,2
43189,,12,99999
43270,,125,99999
43270,9019234,188,125
43283,,6,99999
43284,,1,99999
43284,9024278,173,1
43428,,128,99999
43428,9012994,192,128
43428,141007,180,90
43428,9020107,158,26
43428,304077,165,2
43436,134449,186,183
43436,304364,191,57
43436,101351,182,15
43436,134872,160,12
43436,9017597,186,12
43436,301349,150,6
43436,303710,176,4
43436,50671,177,4
43436,11601,187,2
43436,134923,194,2
43436,9024210,173,2
43439,,2,99999
43439,301356,152,48
43439,11571,189,12
43439,134822,171,12
43439,41660,197,12
43439,9008249,183,10
43439,304991,152,4
43439,303711,200,2
43439,303713,196,2
43439,9002988,160,2
43439,9003380,198,2
43440,,3,99999
43440,101664,152,92
43440,301361,157,32
43440,9009803,170,32
43440,9004388,179,8
43440,9020794,187,4
43440,134329,156,2
43440,135190,191,2
43440,50017,167,2
43440,9023356,200,2
43440,9024221,152,2
43440,9024242,181,2
43440,9026935,190,2
43449,304013,156,2
43584,,8,99999
43603,102196,182,8
43776,,2,99999
43776,101370,178,89
43776,9014898,169,20
43776,139083,172,12
43776,9016839,150,10
43776,41982,180,6
43776,9020994,181,2
43776,9022122,195,2
43837,,4,99999
43837,11599,175,223
43837,11579,197,8
43837,50670,175,4
43837,37451,158,2
43837,9026991,170,2
44014,9026308,156,26
44085,101732,174,54
44085,9026308,176,26
44085,304064,174,6
44085,206078,190,4
44085,134733,169,2
44085,134909,153,2
44085,304369,180,2
44101,,6,99999
44101,301208,180,94
44101,101385,159,78
44101,41660,154,12
44101,9015396,185,4
44101,135009,182,2
44101,301673,180,2
44101,301693,197,2
44101,9003380,150,2
44101,9014605,170,2
44101,9022109,180,2
44101,9022245,150,2
44101,9027615,166,2
44125,,10,99999
44125,11596,165,268
44125,9002262,163,124
44125,101418,178,40
44125,101666,156,33
44125,101731,170,15
44125,49639,157,10
44125,304054,166,6
44125,134453,198,4
44125,9018291,166,4
44125,300839,184,3
44126,,1,99999
44126,303677,168,12
44126,11603,150,6
44126,301238,170,6
44126,304064,192,6
44126,134418,157,2
44126,304369,193,2
44126,9020134,174,2
44126,9011366,180,1
46517,303498,170,165
46522,9021027,177,2
47029,,2,99999
47083,,1,99999
47083,9004227,191,1
47295,9002195,153,79
47295,48677,175,4
47295,51591,151,2
47311,,12,99999
47311,404118,183,98
47311,9021309,172,66
47311,139083,191,12
47311,303989,172,12
47311,135143,151,2
47311,9024000,167,2
47315,,2,99999
47315,9004388,158,8
47315,134906,192,2
47315,9013197,152,2
47316,,44,99999
47316,9008334,168,24
47316,135213,184,2
47317,,28,99999
47317,302516,150,90
47317,48680,167,49
47542,,4,99999
47755,101385,185,78
47755,9019968,180,6
47755,301357,196,4
47755,135009,151,2
47755,43051,152,2
47755,49119,170,2
47755,9022109,168,2
47755,9027615,194,2
48321,,4,99999
48321,9007947,172,18
48321,9000304,186,4
48677,,4,99999
48680,,49,99999
48680,9014172,182,49
48680,47317,167,28
48680,142446,169,4
48699,,10,99999
48699,130438,176,138
48699,134462,182,4
48699,304594,186,4
48702,,32,99999
48702,304594,150,4
48719,301088,196,34
48719,134663,185,32
48719,9009803,151,32
48719,36254,156,2
48719,9011025,163,2
48719,9024830,184,2
48875,,1,99999
48875,301361,191,32
48875,9008249,176,10
48875,304032,176,4
48875,134329,196,2
48875,43051,179,2
48875,9022120,185,2
48875,9026146,161,2
49035,,2,99999
49035,9022729,199,2
49115,206082,158,106
49115,51501,158,61
49115,304364,159,57
49115,304987,198,6
49115,303710,157,4
49115,50671,177,4
49115,9017674,165,4
49115,303711,184,2
49115,51590,187,2
49119,,2,99999
49119,51622,174,50
49119,301856,194,13
49119,50678,150,12
49119,304043,180,8
49119,9019968,188,6
49119,303712,170,4
49119,303714,199,2
49119,304434,166,2
49119,9026146,163,2
49119,9027823,182,2
49119,138060,162,1
49535,,1,99999
49535,9015093,150,58
49535,101351,188,15
49535,134857,170,6
49535,11581,174,4
49535,301348,155,4
49535,9022867,185,4
49535,304363,178,2
49535,9026315,171,2
49630,,4,99999
49630,301393,163,37
49630,9026308,155,26
49630,303715,164,10
49630,134317,165,8
49630,302923,185,4
49630,9012345,160,4
49630,205432,173,2
49630,303847,156,2
49630,9027537,196,2
49639,11597,163,347
49639,101418,189,40
49639,101731,159,15
49639,44125,157,10
49639,9002468,164,10
49639,9014185,188,4
49639,302571,195,2
49639,303676,169,2
49639,9003147,200,2
49649,,2,99999
49655,9002461,176,56
49655,50685,179,4
49655,9022747,197,4
49655,50644,158,2
49873,,6,99999
49873,9013096,152,40
49873,301088,189,34
49873,9023328,154,12
49873,301896,196,8
49873,9019968,172,6
49873,9017039,167,4
49873,9022769,190,2
49884,303677,184,12
49884,11603,166,6
49884,304064,178,6
49884,206078,170,4
49884,305394,157,4
49884,134909,194,2
49884,303852,197,2
49884,304369,185,2
49884,9020134,170,2
49916,55715,184,60
49916,134039,188,12
49920,300527,165,2
49989,9001289,199,132
49989,11591,168,113
49989,9003040,191,46
49989,9021295,188,8
49989,9014118,170,7
49989,301890,157,6
49989,303992,166,4
49989,50680,186,4
49989,135306,195,2
49989,51746,168,2
49989,9008787,150,2
49989,137452,191,1
49990,302516,191,90
49990,36210,188,41
49990,11594,163,14
49990,303625,168,8
49990,9014118,155,7
49990,301885,185,4
49990,303992,175,4
49990,50672,197,4
49990,135306,198,2
49990,303723,186,2
49990,304370,188,2
49991,206081,173,48
49991,9003040,200,46
49991,36210,162,41
49991,135231,192,2
49991,135306,164,2
49991,34603,190,2
49991,9011518,163,2
49991,9024203,180,2
49991,137452,183,1
49993,101386,189,80
49993,301356,150,48
49993,9013096,194,40
49993,134822,158,12
49993,132314,176,2
49993,303711,175,2
49993,9024203,200,2
50017,,2,99999
50017,9023328,193,12
50017,301357,191,4
50017,43440,167,3
50017,134574,180,2
50017,9004030,188,2
50017,9027505,163,2
50085,,4,99999
50085,9001856,178,4
50085,9023813,155,4
50085,304001,161,2
50121,9016371,184,90
50121,300527,192,2
50151,,2,99999
50151,302517,153,104
50151,134454,156,2
50151,134906,184,2
50151,303721,180,2
50151,9004030,173,2
50151,9013197,191,2
50201,304621,171,70
50201,301603,154,43
50201,101830,176,34
50226,,2,99999
50226,301393,179,37
50226,134317,191,8
50226,135213,170,2
50226,9007875,193,2
50226,9027204,188,2
50369,50674,166,2
50369,9020108,189,2
50369,9023928,179,2
50487,,2,99999
50488,,2,99999
50488,301386,155,10
50488,135330,190,2
50488,52007,199,2
50488,9028229,181,2
50644,,2,99999
50644,302854,185,133
50644,305882,184,8
50644,301907,190,4
50644,302923,169,4
50644,304060,166,4
50644,205432,151,2
50644,9008336,168,2
50644,9022243,196,2
50644,9027119,173,2
50649,,65,99999
50649,130154,185,106
50649,42639,194,8
50650,,42,99999
50653,,90,99999
50653,9019979,185,90
50653,132152,182,42
50666,,36,99999
50668,306249,163,86
50668,53003,164,12
50668,9017597,178,12
50668,304002,171,4
50668,11601,159,2
50668,134980,154,2
50668,301716,165,2
50668,9016459,187,2
50669,,6,99999
50669,306249,173,86
50669,101385,170,78
50669,51501,187,61
50669,206068,198,14
50669,304009,157,4
50669,9017674,173,4
50669,134980,184,2
50669,301716,165,2
50669,9002988,190,2
50669,9003154,155,2
50669,9022109,187,2
50669,9022245,164,2
50669,9024212,192,2
50670,,4,99999
50670,9015093,189,58
50670,53003,167,12
50670,304002,153,4
50670,43837,175,4
50670,9016459,160,2
50671,,4,99999
50671,53003,193,12
50671,134245,179,8
50671,304002,170,4
50671,304009,179,4
50671,51106,157,4
50671,9015396,161,4
50671,135231,164,2
50671,301716,162,2
50671,34603,155,2
50671,9015971,195,2
50672,,4,99999
50672,134449,190,183
50672,206082,192,106
50672,9021295,199,8
50672,11593,167,6
50672,304987,150,6
50672,303999,180,4
50672,304009,168,4
50672,9002458,188,4
50672,9017674,187,4
50672,303711,191,2
50673,,6,99999
50673,9000320,167,6
50674,,2,99999
50674,570478,182,154
50677,135634,166,6
50677,34490,150,2
50677,9003153,181,2
50678,,12,99999
50678,51718,199,105
50678,101385,178,78
50678,9019968,191,6
50678,304032,177,4
50678,303846,184,2
50678,43051,159,2
50678,49119,150,2
50678,9022109,163,2
50678,9022769,167,2
50678,9024212,190,2
50678,9027615,172,2
50678,9028229,194,2
50679,,2,99999
50680,,4,99999
50680,404118,172,98
50680,301205,180,88
50680,303989,187,12
50680,304987,172,6
50680,132205,168,2
50680,304370,200,2
50680,9008787,192,2
50682,,4,99999
50682,9026103,184,146
50682,302516,199,90
50682,135045,171,4
50682,301529,195,4
50682,303992,180,4
50682,42987,173,4
50682,9002498,193,4
50682,9016785,153,4
50682,9022771,163,4
50685,,4,99999
50685,9009294,157,4
50685,9022747,188,4
50685,9024221,164,2
50685,9024830,156,2
50685,9027119,166,2
50686,,8,99999
50686,11597,182,347
50686,11596,198,268
50686,301393,179,37
50686,9004377,183,20
50686,134317,181,8
50686,304064,170,6
50686,134453,150,4
50686,9011371,195,4
50686,9016777,158,4
50686,303852,179,2
50686,304369,150,2
50686,304992,150,2
50686,9009285,200,2
50686,9026375,161,2
50686,9026417,184,2
50696,,45,99999
50703,,86,99999
50703,9014209,188,86
50703,101280,196,46
50901,,62,99999
50901,55715,187,60
50901,134039,171,12
50908,,16,99999
50960,,84,99999
50960,41449,193,2
50970,101496,155,88
50981,,44,99999
50981,9007213,158,44
51106,134449,156,183
51106,301205,172,88
51106,304364,166,57
51106,301206,186,43
51106,101351,197,15
51106,9017597,179,12
51106,301349,200,6
51106,50671,157,4
51106,11601,186,2
51106,305420,150,2
51106,9007817,195,2
51501,,61,99999
51501,41660,195,12
51501,304562,182,8
51501,305720,197,6
51501,50669,187,6
51501,9015168,178,6
51501,9017674,193,4
51501,135231,166,2
51501,305420,192,2
51501,51590,176,2
51575,,60,99999
51575,9021535,172,60
51575,304026,165,6
51575,304032,179,4
51575,134565,194,2
51575,9026146,191,2
51576,,54,99999
51576,11596,200,268
51576,135237,197,17
51576,304064,191,6
51576,305394,173,4
51576,9016777,199,4
51576,9024259,159,4
51576,134733,162,2
51576,135073,197,2
51576,304369,170,2
51576,304992,170,2
51576,9003147,165,2
51576,9020134,155,2
51576,9026417,156,2
51577,301438,184,4
51577,9023368,176,4
51578,,133,99999
51590,,2,99999
51590,101385,155,78
51590,51501,176,61
51590,301206,198,43
51590,9004443,162,12
51590,304562,191,8
51590,11600,186,6
51590,305720,179,6
51590,9015396,156,4
51590,134554,192,2
51590,135009,192,2
51590,34603,180,2
51590,9007817,197,2
51590,9012940,162,2
51590,9022109,157,2
51590,300787,168,1
51591,,2,99999
51591,101496,151,88
51622,,50,99999
51622,301382,199,6
51622,304026,184,6
51622,304032,153,4
51622,304991,170,4
51622,300467,173,2
51622,303713,188,2
51622,303846,200,2
51622,49119,174,2
51622,9002988,162,2
51622,9003380,179,2
51622,9028229,190,2
51717,,114,99999
51718,,105,99999
51718,11575,199,114
51718,301361,175,32
51718,301856,151,13
51718,50678,199,12
51718,9008249,151,10
51718,9019968,191,6
51718,304032,181,4
51718,134329,178,2
51718,135330,156,2
51718,43051,152,2
51746,,2,99999
51746,206081,165,48
51746,36210,197,41
51746,301890,163,6
51746,135231,153,2
51746,303719,183,2
51746,34603,158,2
51746,9002053,177,2
51746,9011518,189,2
51746,9024203,177,2
51812,,4,99999
51873,,4,99999
51876,,2,99999
52007,101413,193,52
52007,301388,192,4
52007,304032,171,4
52007,304046,177,4
52007,301383,197,2
52007,303676,155,2
52007,50488,199,2
52007,9003148,161,2
52007,9022120,186,2
52007,9026898,160,2
52007,9028229,155,2
52007,138060,194,1
52575,,1,99999
52575,303322,154,78
52924,,6,99999
52924,9002483,159,6
53003,,12,99999
53003,9003867,185,12
53003,9017597,180,12
53003,11579,170,8
53003,9020126,193,6
53003,304371,170,4
53003,50670,167,4
53003,50671,193,4
53003,11601,173,2
53003,134547,175,2
53003,9015971,171,2
53115,301856,162,13
53115,50678,183,12
53115,9008249,154,10
53115,304043,163,8
53115,303714,180,2
53115,304434,195,2
53115,43051,172,2
53115,9026146,175,2
53115,9027823,150,2
53382,134872,160,12
53382,9017597,180,12
53382,134245,177,8
53382,11601,166,2
53382,134980,197,2
53484,9026103,173,146
53484,101370,194,89
53484,9021309,163,66
53484,9021300,159,2
53484,9024000,175,2
53689,,8,99999
53851,,14,99999
53851,9022611,151,14
54798,,164,99999
54798,9024278,151,164
55715,,60,99999
55715,50901,187,62
55715,9004503,153,60
101229,51717,158,114
101229,101238,170,60
101238,,60,99999
101280,,46,99999
101280,50703,196,86
101280,9002003,167,84
101280,304568,185,46
101342,9014989,156,40
101342,11571,181,12
101342,301382,177,6
101342,304033,150,6
101342,50669,168,6
101342,303652,189,2
101342,303713,175,2
101342,9002988,185,2
101342,9014605,177,2
101351,,15,99999
101351,301205,165,88
101351,9010899,189,88
101351,134872,168,12
101351,11579,171,8
101351,134245,174,8
101351,134857,197,6
101351,301349,181,6
101351,11581,185,4
101351,9022867,154,4
101351,304363,170,2
101351,9009844,156,2
101351,49535,188,1
101370,,89,99999
101370,9021309,165,66
101370,9024393,189,4
101370,134303,155,2
101370,135011,187,2
101370,135084,197,2
101370,135143,182,2
101370,304366,183,2
101370,43776,178,2
101370,9024000,166,2
101373,,102,99999
101373,302516,191,90
101373,140407,194,48
101373,9003040,200,46
101373,304000,187,6
101373,135045,151,4
101373,42987,181,4
101373,9016785,176,4
101373,9022771,165,4
101373,132314,178,2
101381,,78,99999
101381,302854,190,133
101381,301482,150,78
101381,38812,169,36
101381,461423,161,10
101381,301907,152,4
101381,9009843,155,2
101381,9023356,197,2
101385,,78,99999
101385,206082,188,106
101385,301356,150,48
101385,9014989,177,40
101385,134822,163,12
101385,50678,178,12
101385,301382,172,6
101385,44101,159,6
101385,50669,170,6
101385,9017674,173,4
101385,134554,200,2
101385,303711,183,2
101385,303713,152,2
101385,51590,155,2
101385,9003380,167,2
101386,,80,99999
101386,101406,173,80
101386,301356,163,48
101386,134822,183,12
101386,304026,195,6
101386,9022769,170,2
101386,9024212,187,2
101386,9027615,186,2
101394,199023,186,51
101394,303255,156,20
101394,11572,150,10
101394,9004388,185,8
101394,301895,176,6
101394,49873,157,6
101394,301353,188,4
101394,301893,159,4
101394,9020794,185,4
101394,132314,179,2
101394,134901,176,2
101394,137823,157,2
101394,9009845,194,2
101394,9018584,191,2
101394,9022769,159,2
101394,9026935,168,2
101406,101386,173,80
101406,51575,150,60
101406,9023328,166,12
101406,304032,166,4
101406,135330,198,2
101406,9022769,179,2
101406,9026146,151,2
101406,9026970,186,2
101407,,15,99999
101413,,52,99999
101413,135330,198,2
101413,9004238,178,2
101413,9024212,162,2
101413,9028229,197,2
101418,,40,99999
101418,301645,163,78
101418,44125,178,10
101418,301388,156,4
101418,304046,161,4
101418,9022120,168,2
101418,9026611,180,2
101418,9026898,197,2
101418,9028229,182,2
101418,138060,192,1
101496,,88,99999
101496,130989,196,88
101496,302923,188,4
101496,304060,170,4
101496,51591,151,2
101521,,27,99999
101521,130005,187,114
101521,11573,175,86
101521,9019968,197,6
101521,132314,178,2
101521,134454,162,2
101521,134906,150,2
101521,137823,195,2
101579,,76,99999
101579,9008334,162,24
101579,301243,179,6
101579,135213,162,2
101636,,2,99999
101636,9026103,189,146
101636,135045,159,4
101636,301529,168,4
101636,301885,156,4
101636,135143,179,2
101636,9011518,182,2
101637,9014989,190,40
101637,301382,179,6
101637,304032,155,4
101637,304046,193,4
101637,9014185,164,4
101637,9017201,200,4
101637,135330,155,2
101637,303713,197,2
101637,9003148,175,2
101637,9003380,172,2
101637,9004238,178,2
101637,9021034,183,2
101637,9028229,185,2
101664,,92,99999
101664,132242,197,92
101664,9023328,187,12
101664,301357,192,4
101664,43440,152,3
101664,134574,183,2
101664,303721,158,2
101664,9027505,164,2
101666,,33,99999
101666,303677,191,12
101666,44125,156,10
101666,11603,195,6
101666,304054,168,6
101666,301388,185,4
101666,305394,161,4
101666,131140,191,2
101666,134418,150,2
101666,9004106,168,2
101731,,15,99999
101731,135237,164,17
101731,303677,163,12
101731,44125,170,10
101731,9002468,187,10
101731,11603,177,6
101731,301388,156,4
101731,9024259,162,4
101731,9008724,196,2
101731,9009285,173,2
101731,9026375,188,2
101732,,54,99999
101732,130004,156,43
101732,10000022,179,4
101732,11602,195,4
101732,134453,197,4
101732,206078,152,4
101732,301366,183,4
101732,403081,160,4
101732,9024259,175,4
101741,134449,163,183
101741,11591,168,113
101741,301205,188,88
101741,304364,186,57
101741,9014611,168,30
101741,11594,186,14
101741,11579,158,8
101741,11593,153,6
101741,304987,198,6
101741,305720,170,6
101741,303710,172,4
101741,50670,181,4
101741,50671,196,4
101741,51746,179,2
101741,9008787,176,2
101741,9024210,194,2
101741,300787,150,1
101805,130005,198,114
101805,206081,192,48
101805,36210,159,41
101805,11593,159,6
101805,135231,180,2
101805,135306,165,2
101805,303719,167,2
101805,34603,173,2
101805,9011518,184,2
101805,9024203,158,2
101805,137452,198,1
101818,300988,180,79
101818,55715,180,60
101818,134039,161,12
101826,,74,99999
101826,570455,193,74
101830,,34,99999
101830,301603,198,43
101830,142260,154,34
101830,41133,168,2
101868,,56,99999
101925,,60,99999
102017,,4,99999
102017,10017350,190,6
102171,,2,99999
102171,305787,188,2
102172,301645,177,78
102172,9017250,154,34
102172,9016767,171,12
102172,44125,195,10
102172,304054,159,6
102172,9014185,167,4
102172,9018291,180,4
102172,303676,167,2
102172,9004238,197,2
102172,306142,169,1
102174,,2,99999
102174,9001289,150,132
102174,11581,197,4
102174,9024393,151,4
102174,135084,178,2
102207,206082,183,106
102207,206068,174,14
102207,9015396,177,4
102207,9017674,196,4
102207,43439,185,2
102207,51590,159,2
102207,9003154,152,2
102207,9003380,158,2
102207,9022245,199,2
130004,,43,99999
130004,101732,156,54
130004,304986,196,24
130004,9004377,152,20
130004,135237,181,17
130004,303237,199,12
130004,301238,177,6
130004,304064,194,6
130004,9024259,192,4
130004,134418,177,2
130004,134733,170,2
130004,135073,165,2
130004,304369,174,2
130004,304992,198,2
130004,9003147,154,2
130004,9020134,156,2
130005,,114,99999
130005,133371,154,114
130005,9003040,196,46
130005,101521,187,27
130005,303625,198,8
130005,301890,169,6
130005,303999,173,4
130005,305273,182,4
130005,137823,198,2
130005,303719,197,2
130005,137452,176,1
130154,,106,99999
130154,50649,185,65
130438,,138,99999
130438,300538,157,138
130438,48699,176,10
130439,,100,99999
130439,133216,157,100
130439,38812,196,36
130439,304043,157,8
130439,301899,150,4
130439,9011371,169,4
130439,9008724,167,2
130439,9009285,192,2
130439,9026970,161,2
130439,138060,164,1
130989,101496,196,88
130989,403081,191,4
130989,135213,200,2
130989,51591,198,2
131140,,2,99999
131140,11597,166,347
131140,11596,191,268
131140,301393,190,37
131140,101666,191,33
131140,9004377,169,20
131140,9002468,154,10
131140,134317,191,8
131140,304064,176,6
131140,304056,200,4
131140,9011371,198,4
131140,9016777,168,4
131140,303852,187,2
131140,304369,155,2
131140,9009285,197,2
131140,9020134,150,2
131140,9026375,165,2
131140,9026417,180,2
131246,,16,99999
131246,132199,187,16
131376,101496,195,88
131376,198327,161,39
131376,135040,158,8
131376,301907,192,4
131376,135213,181,2
131377,304995,190,2
131819,,167,99999
131819,9022111,181,167
132152,50653,182,90
132152,134887,184,61
132157,9002003,184,84
132157,9027168,176,60
132159,301886,180,2
132199,131246,187,16
132199,301354,177,2
132205,9001289,160,132
132205,303989,194,12
132205,9014118,187,7
132205,303992,186,4
132205,303999,193,4
132205,50680,168,4
132205,135390,151,2
132205,303719,185,2
132205,51746,200,2
132205,9008787,181,2
132205,9022122,165,2
132242,302517,181,104
132242,101664,197,92
132242,11572,179,10
132242,9008249,170,10
132242,304026,193,6
132242,304991,153,4
132242,9020794,176,4
132242,50017,194,2
132242,9026146,200,2
132314,,2,99999
132314,101373,178,102
132314,9003040,186,46
132314,101521,178,27
132314,9021295,200,8
132314,301353,164,4
132314,404315,160,2
132314,9009845,151,2
132314,137452,176,1
132959,11597,182,347
132959,9002262,194,124
132959,301645,198,78
132959,9004377,172,20
132959,135237,150,17
132959,301386,177,10
132959,301901,192,8
132959,304054,164,6
132959,134386,188,2
